Iteration	Posterior	Likelihood	Prior	alpha_morpho	clock_morpho	event_rate	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction_mean	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	F[27]	F[28]	F[29]	F[30]	F[31]	F[32]	F[33]	F[34]	F[35]	F[36]	F[37]	F[38]	F[39]	F[40]	F[41]	F[42]	F[43]	F[44]	F[45]	F[46]	F[47]	F[48]	F[49]	F[50]	F[51]	F[52]	F[53]	F[54]	F[55]	F[56]	F[57]	F[58]	F[59]	F[60]	F[61]	F[62]	F[63]	F[64]	F[65]	F[66]	F[67]	F[68]	F[69]	F[70]	F[71]	F[72]	F[73]	F[74]	F[75]	F[76]	F[77]	F[78]	F[79]	F[80]	F[81]	F[82]	F[83]	F[84]	F[85]	F[86]	F[87]	F[88]	F[89]	F[90]	F[91]	F[92]	F[93]	F[94]	F[95]	F[96]	F[97]	F[98]	F[99]	F[100]	F[101]	F[102]	F[103]	F[104]	F[105]	F[106]	F[107]	F[108]	F[109]	F[110]	F[111]	F[112]	F[113]	F[114]	F[115]	F[116]	F[117]	F[118]	F[119]	F[120]	F[121]	F[122]	F[123]	F[124]	F[125]	F[126]	F[127]	F[128]	F[129]	F[130]	F[131]	F[132]	F[133]	F[134]	F[135]	F[136]	F[137]	F[138]	F[139]	F[140]	F[141]	F[142]	fossilization[1]	fossilization[2]	fossilization[3]	fossilization[4]	fossilization[5]	fossilization[6]	fossilization[7]	fossilization[8]	fossilization[9]	fossilization_mean	num_samp_anc	origin_time	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation_mean	speciation_sd	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	t[27]	t[28]	t[29]	t[30]	t[31]	t[32]	t[33]	t[34]	t[35]	t[36]	t[37]	t[38]	t[39]	t[40]	t[41]	t[42]	t[43]	t[44]	t[45]	t[46]	t[47]	t[48]	t[49]	t[50]	t[51]	t[52]	t[53]	t[54]	t[55]	t[56]	t[57]	t[58]	t[59]	t[60]	t[61]	t[62]	t[63]	t[64]	t[65]	t[66]	t[67]	t[68]	t[69]	t[70]	t[71]	t[72]	t[73]	t[74]	t[75]	t[76]	t[77]	t[78]	t[79]	t[80]	t[81]	t[82]	t[83]	t[84]	t[85]	t[86]	t[87]	t[88]	t[89]	t[90]	t[91]	t[92]	t[93]	t[94]	t[95]	t[96]	t[97]	t[98]	t[99]	t[100]	t[101]	t[102]	t[103]	t[104]	t[105]	t[106]	t[107]	t[108]	t[109]	t[110]	t[111]	t[112]	t[113]	t[114]	t[115]	t[116]	t[117]	t[118]	t[119]	t[120]	t[121]	t[122]	t[123]	t[124]	t[125]	t[126]	t[127]	t[128]	t[129]	t[130]	t[131]	t[132]	t[133]	t[134]	t[135]	t[136]	t[137]	t[138]	t[139]	t[140]	t[141]	t[142]
400	-1471.756	-1467.873	-3.882366	0.8338821	0.005383108	0.68061	0.321294	0.321294	0.321294	0.321294	0.321294	0.321294	0.321294	0.321294	0.321294	0.3212937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0556164	0.0556164	0.0556164	0.0556164	0.0556164	0.0556164	0.0556164	0.0556164	0.0556164	0.05561641	57	145.4426	0.102745	0.420426	0.965918	2.51091	0.0269119	0.0524094	0.078386	0.108731	0.146857	0.198351	0.275137	0.411508	0.801389	0.1468567	1.06507	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
410	-1467.534	-1462.779	-4.754649	1.286378	0.008342746	0.68061	0.371862	0.371862	0.371862	0.371862	0.371862	0.371862	0.371862	0.371862	0.371862	0.3718616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0487712	0.0487712	0.0487712	0.0487712	0.0487712	0.0487712	0.0487712	0.0487712	0.0487712	0.04877118	57	145.4426	0.190359	0.548653	1.03496	2.22603	0.0274306	0.0530205	0.0789417	0.109099	0.146857	0.197681	0.2732	0.406765	0.786234	0.1468567	1.053086	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
420	-1469.746	-1465.438	-4.308566	1.821629	0.007735251	0.4609056	0.302695	0.302695	0.302695	0.302695	0.302695	0.302695	0.302695	0.302695	0.302695	0.3026949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0469133	0.0469133	0.0469133	0.0469133	0.0469133	0.0469133	0.0469133	0.0469133	0.0469133	0.04691326	57	145.4426	0.271011	0.634599	1.06481	2.02958	0.0308269	0.0556239	0.0794472	0.106151	0.138524	0.180768	0.241529	0.344974	0.622468	0.1385236	0.9431545	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
430	-1470.221	-1465.984	-4.237402	1.308098	0.009819994	0.4714046	0.331373	0.331373	0.331373	0.331373	0.331373	0.331373	0.331373	0.331373	0.331373	0.3313731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0595689	0.0595689	0.0595689	0.0595689	0.0595689	0.0595689	0.0595689	0.0595689	0.0595689	0.0595689	57	145.4426	0.194099	0.553151	1.03684	2.21591	0.0337869	0.0599791	0.0848284	0.112438	0.145653	0.188679	0.250089	0.353701	0.627895	0.1456525	0.9171056	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
440	-1472.029	-1468.548	-3.48107	0.9348388	0.007503249	0.4087225	0.286369	0.286369	0.286369	0.286369	0.286369	0.286369	0.286369	0.286369	0.286369	0.2863692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0646296	0.0646296	0.0646296	0.0646296	0.0646296	0.0646296	0.0646296	0.0646296	0.0646296	0.06462959	57	145.4426	0.123776	0.45625	0.988304	2.43167	0.0439028	0.0735472	0.100439	0.129393	0.163291	0.206069	0.265475	0.362542	0.607341	0.163291	0.8244665	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
450	-1469.585	-1465.692	-3.892799	1.464658	0.006498494	0.6375739	0.279826	0.279826	0.279826	0.279826	0.279826	0.279826	0.279826	0.279826	0.279826	0.2798262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0652303	0.0652303	0.0652303	0.0652303	0.0652303	0.0652303	0.0652303	0.0652303	0.0652303	0.06523034	57	145.4426	0.219811	0.582566	1.04828	2.14935	0.032574	0.057948	0.0820603	0.108882	0.14118	0.183059	0.242892	0.34396	0.611893	0.14118	0.9204772	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
460	-1469.805	-1466.146	-3.659232	0.7859705	0.009056936	0.6149265	0.306851	0.306851	0.306851	0.306851	0.306851	0.306851	0.306851	0.306851	0.306851	0.3068506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0585693	0.0585693	0.0585693	0.0585693	0.0585693	0.0585693	0.0585693	0.0585693	0.0585693	0.05856934	57	145.4426	0.0925701	0.401424	0.95299	2.55302	0.0291043	0.0551294	0.0810853	0.110955	0.147998	0.197409	0.27013	0.397311	0.752587	0.1479984	1.020773	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
470	-1468.556	-1464.708	-3.848372	1.533688	0.006677494	0.6811817	0.278187	0.278187	0.278187	0.278187	0.278187	0.278187	0.278187	0.278187	0.278187	0.2781874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0480152	0.0480152	0.0480152	0.0480152	0.0480152	0.0480152	0.0480152	0.0480152	0.0480152	0.04801518	57	145.4426	0.23048	0.594069	1.05234	2.12311	0.0225626	0.0440093	0.0658856	0.0914628	0.123622	0.167089	0.231954	0.347255	0.677336	0.1236222	1.067611	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
480	-1467.967	-1463.643	-4.323931	1.557443	0.007808509	0.5545239	0.307937	0.307937	0.307937	0.307937	0.307937	0.307937	0.307937	0.307937	0.307937	0.3079374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0574943	0.0574943	0.0574943	0.0574943	0.0574943	0.0574943	0.0574943	0.0574943	0.0574943	0.05749431	57	145.4426	0.234061	0.597847	1.05362	2.11447	0.0291519	0.0542972	0.0790527	0.107282	0.142017	0.187997	0.255131	0.371452	0.691851	0.142017	0.9938527	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
490	-1469.218	-1464.527	-4.69095	1.993713	0.008628962	0.6246104	0.298123	0.298123	0.298123	0.298123	0.298123	0.298123	0.298123	0.298123	0.298123	0.2981232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0593107	0.0593107	0.0593107	0.0593107	0.0593107	0.0593107	0.0593107	0.0593107	0.0593107	0.05931073	57	145.4426	0.292523	0.654343	1.06983	1.9833	0.0260573	0.0498363	0.0737285	0.101367	0.1358	0.181928	0.250127	0.370041	0.707729	0.1357995	1.036193	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
