Iteration	Posterior	Likelihood	Prior	extinction_mixture_rates[1]	extinction_mixture_rates[2]	extinction_mixture_rates[3]	extinction_mixture_rates[4]	extinction_mixture_rates[5]	extinction_mixture_rates[6]	extinction_mixture_rates[7]	extinction_mixture_rates[8]	extinction_mixture_rates_quantile[1]	extinction_mixture_rates_quantile[2]	extinction_mixture_rates_quantile[3]	extinction_mixture_rates_quantile[4]	extinction_mixture_rates_quantile[5]	extinction_mixture_rates_quantile[6]	extinction_mixture_rates_quantile[7]	extinction_mixture_rates_quantile[8]	extinction_mixture_weights[1]	extinction_mixture_weights[2]	extinction_mixture_weights[3]	extinction_mixture_weights[4]	extinction_mixture_weights[5]	extinction_mixture_weights[6]	extinction_mixture_weights[7]	extinction_mixture_weights[8]	extinction_rate[1]	extinction_rate[2]	extinction_rate[3]	extinction_rate[4]	extinction_rate[5]	extinction_rate[6]	extinction_rate[7]	extinction_rate[8]	extinction_rate[9]	extinction_rate_mean	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	F[27]	F[28]	F[29]	F[30]	F[31]	F[32]	F[33]	F[34]	F[35]	F[36]	F[37]	F[38]	F[39]	F[40]	F[41]	F[42]	F[43]	F[44]	F[45]	F[46]	F[47]	F[48]	F[49]	F[50]	F[51]	F[52]	F[53]	F[54]	F[55]	F[56]	F[57]	F[58]	F[59]	F[60]	F[61]	F[62]	F[63]	F[64]	F[65]	F[66]	F[67]	F[68]	F[69]	F[70]	F[71]	F[72]	F[73]	F[74]	F[75]	F[76]	F[77]	F[78]	F[79]	F[80]	F[81]	F[82]	F[83]	F[84]	F[85]	F[86]	F[87]	F[88]	F[89]	F[90]	F[91]	F[92]	F[93]	F[94]	F[95]	F[96]	F[97]	F[98]	F[99]	F[100]	F[101]	F[102]	F[103]	F[104]	F[105]	F[106]	F[107]	F[108]	F[109]	F[110]	F[111]	F[112]	F[113]	F[114]	F[115]	F[116]	F[117]	F[118]	F[119]	F[120]	F[121]	F[122]	F[123]	F[124]	F[125]	F[126]	F[127]	F[128]	F[129]	F[130]	F[131]	F[132]	F[133]	F[134]	F[135]	F[136]	F[137]	F[138]	F[139]	F[140]	F[141]	F[142]	fossilization_rate	num_samp_anc	origin_time	speciation_mixture_rates[1]	speciation_mixture_rates[2]	speciation_mixture_rates[3]	speciation_mixture_rates[4]	speciation_mixture_rates[5]	speciation_mixture_rates[6]	speciation_mixture_rates[7]	speciation_mixture_rates[8]	speciation_mixture_rates_quantile[1]	speciation_mixture_rates_quantile[2]	speciation_mixture_rates_quantile[3]	speciation_mixture_rates_quantile[4]	speciation_mixture_rates_quantile[5]	speciation_mixture_rates_quantile[6]	speciation_mixture_rates_quantile[7]	speciation_mixture_rates_quantile[8]	speciation_mixture_weights[1]	speciation_mixture_weights[2]	speciation_mixture_weights[3]	speciation_mixture_weights[4]	speciation_mixture_weights[5]	speciation_mixture_weights[6]	speciation_mixture_weights[7]	speciation_mixture_weights[8]	speciation_rate[1]	speciation_rate[2]	speciation_rate[3]	speciation_rate[4]	speciation_rate[5]	speciation_rate[6]	speciation_rate[7]	speciation_rate[8]	speciation_rate[9]	speciation_rate_mean	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	t[27]	t[28]	t[29]	t[30]	t[31]	t[32]	t[33]	t[34]	t[35]	t[36]	t[37]	t[38]	t[39]	t[40]	t[41]	t[42]	t[43]	t[44]	t[45]	t[46]	t[47]	t[48]	t[49]	t[50]	t[51]	t[52]	t[53]	t[54]	t[55]	t[56]	t[57]	t[58]	t[59]	t[60]	t[61]	t[62]	t[63]	t[64]	t[65]	t[66]	t[67]	t[68]	t[69]	t[70]	t[71]	t[72]	t[73]	t[74]	t[75]	t[76]	t[77]	t[78]	t[79]	t[80]	t[81]	t[82]	t[83]	t[84]	t[85]	t[86]	t[87]	t[88]	t[89]	t[90]	t[91]	t[92]	t[93]	t[94]	t[95]	t[96]	t[97]	t[98]	t[99]	t[100]	t[101]	t[102]	t[103]	t[104]	t[105]	t[106]	t[107]	t[108]	t[109]	t[110]	t[111]	t[112]	t[113]	t[114]	t[115]	t[116]	t[117]	t[118]	t[119]	t[120]	t[121]	t[122]	t[123]	t[124]	t[125]	t[126]	t[127]	t[128]	t[129]	t[130]	t[131]	t[132]	t[133]	t[134]	t[135]	t[136]	t[137]	t[138]	t[139]	t[140]	t[141]	t[142]
0	-5514.797	-215.7423	-5299.054	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.1198	0.104188	0.372575	0.112191	0.0578029	0.207643	0.0154311	0.0103699	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2202536	0	188.0608	0.0693147	0.0693147	0.0693147	0.0693147	0.0693147	0.0693147	0.0693147	0.0693147	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0438753	0.254291	0.0241649	0.0286281	0.0643691	0.292294	0.197091	0.0952861	0.0693147	0.0693147	0.0693147	0.0693147	0.0693147	0.0693147	0.0693147	0.0693147	0.0693147	0.1	13.82	40.4	23.03	33.9	20.44	13.65	23.03	13.82	112.03	13.82	13.82	41.3	93.5	33.9	23.03	13.82	5.333	15.97	13.65	125	13.82	33.9	11.608	13.65	33.9	33.9	13.82	13.82	48.6	13.82	13.82	20.44	11.608	11.608	11.608	33.9	13.82	23.03	47.8	33.9	11.608	13.65	15.97	13.82	93.5	33.9	15.97	15.97	33.9	33.9	15.97	33.9	15.97	13.82	15.97	23.03	130	13.82	13.82	11.608	13.82	5.333	11.608	33.9	13.82	13.82	15.97	13.82	13.82	15.97	23.03	13.65	13.65	15.97	11.608	33.9	59.2	59.2	33.9	33.9	15.97	48.6	13.82	13.82	48.6	30.8	11.608	13.82	13.82	93.5	20.44	13.82	33.9	13.82	13.82	13.82	33.9	23.03	93.5	93.5	11.608	13.82	47.8	5.333	2.588	5.333	13.65	33.9	13.82	13.82	13.82	13.82	23.03	15.97	15.97	13.65	28.4	23.03	13.82	13.82	15.97	13.65	15.97	93.5	93.5	47.8	47.8	13.82	113	23.03	5.333	13.82	47.8	13.82	15.97	20.44	13.82	93.5	33.9	13.82	33.9	15.97
10	-2090.25	-215.7423	-1874.508	0.0321857	0.068924	0.0118642	0.000294832	0.0103566	0.000101359	0.114591	0.0234255	0.392683	0.656288	0.167924	0.00455789	0.148258	0.00156929	0.830608	0.304392	0.0186809	0.014367	0.124144	0.311502	0.165811	0.227943	0.135751	0.00180168	0.114591	0.000101359	0.000101359	0.0118642	0.000101359	0.000294832	0.000294832	0.000101359	0.000101359	0.06453855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002471261	11	189.9796	0.0261204	0.0164307	0.0790549	0.0170834	0.0268044	0.0164244	0.0741714	0.0416113	0.349243	0.236809	0.727541	0.244958	0.356523	0.236729	0.704754	0.495612	0.146559	0.0487799	0.0661953	0.0821644	0.10875	0.276169	0.232971	0.0384108	0.0741714	0.0741714	0.0164307	0.0164244	0.0268044	0.0261204	0.0170834	0.0268044	0.0741714	0.06079895	19.4197	40.4	23.03	33.9	20.44	13.65	23.03	13.82	112.03	13.82	13.82	41.3	93.5	33.9	23.03	13.82	5.333	15.97	13.65	125	13.82	33.9	11.608	13.65	33.9	33.9	13.82	13.82	48.6	13.82	13.82	20.44	11.608	11.608	11.608	33.9	13.82	23.03	47.8	33.9	11.608	13.65	15.97	13.82	93.5	33.9	15.97	15.97	33.9	33.9	15.97	33.9	16.8026	13.82	15.97	23.03	130	13.82	13.82	11.608	13.82	5.333	11.608	33.9	13.82	13.82	15.97	13.82	13.82	15.97	23.03	13.65	13.65	15.97	11.608	33.9	59.2	59.2	33.9	33.9	15.97	48.6	13.82	13.82	48.6	30.8	11.608	13.82	13.82	93.5	20.44	13.82	33.9	13.82	13.82	13.82	33.9	23.03	93.5	93.5	11.608	13.82	47.8	5.333	2.588	5.333	13.65	33.9	13.82	13.82	13.82	13.82	23.03	15.97	15.97	13.65	28.4	23.03	13.82	13.82	17.5732	13.65	15.97	93.5	93.5	47.8	47.8	13.82	113	23.03	5.333	13.82	47.8	13.82	15.97	20.44	13.82	93.5	33.9	13.82	33.9	15.97
20	-2076.537	-215.7423	-1860.795	0.0138195	0.139568	0.0035511	0.00071339	0.00766781	0.000576304	0.0520771	0.0192712	0.186507	0.875654	0.0516596	0.0105991	0.108216	0.00857115	0.540612	0.250125	0.00402939	0.161203	0.115464	0.0360883	0.302142	0.186659	0.0436584	0.150755	0.139568	0.00766781	0.0035511	0.00766781	0.000576304	0.0192712	0.000576304	0.00766781	0.0192712	0.06694914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002566106	14	188.2435	0.0139726	0.0311968	0.1237	0.103993	0.0250302	0.00905537	0.0863733	0.0280042	0.192523	0.379634	0.849401	0.796388	0.318235	0.129412	0.733368	0.34857	0.124746	0.123924	0.109991	0.0167473	0.156021	0.110829	0.117299	0.240442	0.0863733	0.0863733	0.0280042	0.0250302	0.0139726	0.0250302	0.0280042	0.0311968	0.1237	0.06534109	19.4197	40.4	23.03	33.9	20.44	13.65	23.03	13.82	112.03	13.82	13.82	41.3	93.5	33.9	23.03	13.82	9.84529	15.97	13.65	125	13.82	33.9	11.608	13.65	33.9	33.9	13.82	13.82	48.6	13.82	13.82	20.44	11.608	11.608	11.608	33.9	13.82	23.03	47.8	33.9	11.608	13.65	15.97	13.82	93.5	33.9	15.97	15.97	33.9	33.9	15.97	33.9	16.8026	13.82	15.97	23.03	130	13.82	13.82	11.608	13.82	7.75136	11.608	33.9	13.82	14.4739	15.97	13.82	16.3857	15.97	23.03	13.65	13.65	15.97	11.608	33.9	59.2	59.2	33.9	33.9	15.97	48.6	13.82	18.3176	48.6	30.8	11.608	13.82	13.82	93.5	20.44	13.82	33.9	13.82	13.82	13.82	33.9	23.03	93.5	93.5	11.608	13.82	47.8	5.333	2.588	5.333	13.65	33.9	13.82	13.82	13.82	13.82	23.03	15.97	15.97	13.65	28.4	23.03	13.82	13.82	17.5732	13.65	15.97	93.5	93.5	47.8	47.8	13.82	113	23.03	5.333	13.82	47.8	13.82	15.97	22.5925	13.82	93.5	33.9	13.82	33.9	15.97
30	-2056.309	-215.7423	-1840.567	0.00403413	0.135791	0.0621068	0.00612501	0.00546233	0.0711475	0.00836168	0.0110277	0.0574144	0.863345	0.597599	0.0858629	0.0769407	0.647539	0.115345	0.149247	0.0381793	0.0979084	0.0851534	0.00785729	0.538395	0.056345	0.086579	0.0895831	0.135791	0.00546233	0.00546233	0.00546233	0.00546233	0.00546233	0.0110277	0.00546233	0.00546233	0.06822641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002513827	16	186.4867	0.0821105	0.0314833	0.0800362	0.0345431	0.0115917	0.0208182	0.110502	0.0200994	0.673375	0.348861	0.664011	0.375453	0.146119	0.247005	0.778169	0.239592	0.174177	0.0082854	0.170411	0.304367	0.0332872	0.0892893	0.172715	0.0474669	0.0800362	0.110502	0.0200994	0.0208182	0.0115917	0.0208182	0.0345431	0.0208182	0.110502	0.07338217	19.4197	40.4	23.03	33.9	20.44	13.65	23.03	13.82	112.03	13.82	13.82	41.3	93.5	33.9	23.03	13.82	9.84529	22.9767	13.65	128.814	13.82	33.9	11.608	13.65	33.9	33.9	13.82	13.82	48.6	13.82	13.82	20.44	11.608	11.608	11.608	33.9	13.82	23.03	47.8	33.9	11.608	13.65	15.97	13.82	93.5	33.9	15.97	15.97	33.9	33.9	15.97	33.9	16.8026	13.82	15.97	23.03	130	13.82	13.82	11.608	13.82	7.75136	11.608	33.9	13.82	14.4739	15.97	13.82	16.3857	15.97	23.03	13.65	13.65	15.97	11.608	33.9	59.2	59.2	36.2186	33.9	15.97	48.6	13.82	18.3176	48.6	30.8	11.608	13.82	13.82	93.5	20.44	13.82	33.9	13.82	13.82	13.82	33.9	23.03	93.5	93.5	11.608	13.82	47.8	5.333	2.588	5.333	13.65	33.9	13.82	13.82	13.82	13.82	23.03	15.97	15.97	13.65	28.4	23.03	13.82	13.82	17.5732	13.65	15.97	93.5	93.5	47.8	47.8	13.82	113	23.03	5.333	13.82	47.8	13.82	15.97	22.5925	13.82	93.5	33.9	13.82	33.9	15.97
40	-2060.006	-215.7423	-1844.264	0.00288063	0.0637758	0.0343291	0.0398021	0.0131271	0.0424141	0.00387561	0.0337897	0.0579228	0.733138	0.508886	0.561521	0.238077	0.584615	0.0771401	0.503368	0.225112	0.365029	0.0251679	0.0267434	0.204239	0.0308469	0.0221169	0.100745	0.0637758	0.0131271	0.00288063	0.0131271	0.00288063	0.00288063	0.00288063	0.0637758	0.0131271	0.04827747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002601006	13	188.0162	0.030063	0.204611	0.10494	0.0193248	0.0242022	0.0212292	0.090126	0.0197344	0.336136	0.938474	0.760701	0.231523	0.28094	0.25121	0.707173	0.235801	0.22526	0.129023	0.0106825	0.00989773	0.0402119	0.423535	0.0660343	0.0953551	0.0212292	0.090126	0.0212292	0.0212292	0.0212292	0.0197344	0.030063	0.030063	0.204611	0.07338217	19.4197	40.4	23.03	33.9	20.44	13.65	23.03	13.82	112.03	13.82	17.1746	41.3	93.5	33.9	23.03	13.82	9.84529	22.9767	13.65	128.814	13.82	33.9	11.608	13.65	33.9	33.9	13.82	13.82	48.6	13.82	13.82	20.44	11.608	11.608	11.608	33.9	13.82	23.03	47.8	33.9	11.608	13.65	15.97	13.82	93.5	33.9	15.97	15.97	33.9	33.9	15.97	33.9	16.8026	13.82	15.97	23.03	130	13.82	13.82	11.608	13.82	7.75136	11.608	33.9	13.82	14.4739	15.97	13.82	16.3857	15.97	23.03	13.65	13.65	15.97	11.608	33.9	59.2	59.2	36.2186	33.9	15.97	48.6	13.82	18.3176	48.6	30.8	11.608	13.82	13.82	93.5	20.44	13.82	33.9	13.82	13.82	13.82	33.9	23.03	93.5	93.5	11.608	13.82	54.461	5.333	2.588	5.333	13.65	33.9	13.82	13.82	13.82	13.82	23.03	15.97	15.97	13.65	28.4	23.03	13.82	13.82	17.5732	13.65	15.97	93.5	93.5	47.8	47.8	13.82	113	23.03	5.333	13.82	47.8	13.82	15.97	22.5925	13.82	93.5	33.9	13.82	33.9	15.97
50	-2044.501	-215.7423	-1828.758	0.00473454	0.0470126	0.00942371	0.0106296	0.0359401	0.0577014	0.0101362	0.0284601	0.105549	0.669654	0.199103	0.221537	0.571194	0.743197	0.212434	0.488558	0.31293	0.139035	0.0143581	0.000807031	0.0526225	0.0906209	0.289252	0.100375	0.0577014	0.00473454	0.00473454	0.00473454	0.00473454	0.00473454	0.0101362	0.0101362	0.00473454	0.04244483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003157176	17	186.8981	0.0344034	0.119532	0.0949318	0.0217642	0.0305153	0.0148994	0.127055	0.00799767	0.392283	0.822791	0.746982	0.270264	0.357096	0.194018	0.841076	0.109328	0.137457	0.120479	0.358118	0.0383346	0.115415	0.120214	0.07485	0.0351336	0.0148994	0.0949318	0.0148994	0.0148994	0.00799767	0.0148994	0.0305153	0.0305153	0.0949318	0.06907669	19.4197	40.4	23.03	33.9	20.44	13.65	23.03	13.82	112.03	13.82	17.1746	41.3	93.5	33.9	23.03	13.82	9.84529	22.9767	13.65	128.814	13.82	33.9	11.608	13.7441	33.9	33.9	13.82	13.82	48.6	13.82	13.82	20.44	11.608	11.608	11.608	33.9	13.82	23.03	47.8	33.9	11.608	13.65	15.97	13.82	93.5	33.9	15.97	19.1176	33.9	33.9	15.97	33.9	16.8026	20.2673	15.97	23.03	130	15.4232	13.82	11.608	13.82	7.75136	11.608	33.9	13.82	14.4739	15.97	13.82	16.3857	15.97	23.03	13.65	13.65	15.97	11.608	33.9	59.2	59.2	36.2186	33.9	15.97	48.6	13.82	18.3176	48.6	30.8	11.608	13.82	13.82	93.5	20.44	13.82	33.9	13.82	13.82	13.82	33.9	23.03	93.5	93.5	11.608	13.82	54.461	5.333	2.588	5.333	13.65	33.9	13.82	13.82	13.82	13.82	23.03	16.027	15.97	13.65	28.4	23.03	13.82	13.82	17.5732	13.65	15.97	93.5	93.5	47.8	47.8	13.82	113	23.03	5.333	13.82	47.8	13.82	15.97	22.5925	13.82	93.5	33.9	13.82	33.9	15.97
60	-2045.202	-215.7423	-1829.46	0.00666255	0.0104365	0.00779577	0.00368222	8.73605e-05	0.044007	0.0365183	0.0241803	0.164048	0.24473	0.189141	0.0942847	0.00234673	0.693805	0.625487	0.478116	0.122392	0.0705213	0.182212	0.0759804	0.066677	0.323255	0.00351025	0.155452	0.044007	0.00368222	0.00368222	0.00779577	0.00779577	0.00666255	0.044007	0.00666255	8.73605e-05	0.03718278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002801548	16	184.6779	0.0206184	0.168385	0.0332744	0.021561	0.0193128	0.0515603	0.0895283	0.00530662	0.281353	0.932671	0.413265	0.292125	0.266161	0.562287	0.761786	0.0815173	0.0267328	0.109782	0.0951984	0.119804	0.242016	0.0325124	0.288154	0.0858003	0.00530662	0.0895283	0.0193128	0.0206184	0.0193128	0.021561	0.0332744	0.0895283	0.0895283	0.06240719	19.4197	40.4	23.03	33.9	20.44	13.65	23.03	13.82	112.03	13.82	17.1746	41.3	93.5	33.9	23.03	13.82	9.84529	22.9767	13.65	128.814	13.82	33.9	11.608	13.7441	33.9	33.9	13.82	13.82	48.6	13.82	13.82	20.44	11.608	11.608	11.608	33.9	13.82	23.03	47.8	33.9	11.608	13.65	15.97	13.82	93.5	33.9	15.97	19.1176	33.9	33.9	15.97	33.9	16.8026	20.2673	19.8732	23.03	130	15.4232	13.82	11.608	13.82	7.75136	11.608	33.9	13.82	14.4739	15.97	13.82	16.3857	15.97	23.03	13.65	13.65	15.97	11.608	33.9	59.2	59.2	36.2186	33.9	15.97	48.6	13.82	18.3176	48.6	30.8	11.608	13.82	13.82	93.5	20.44	13.82	33.9	13.82	13.82	13.82	33.9	23.03	94.352	93.5	11.608	13.82	54.461	15.5196	2.588	5.333	13.65	33.9	13.82	13.82	13.82	13.82	23.03	16.027	15.97	13.65	28.4	23.03	13.82	13.82	17.5732	13.65	15.97	93.5	93.5	47.8	47.8	13.82	113	23.03	5.333	13.82	51.3518	13.82	15.97	22.5925	13.82	93.5	33.9	13.82	33.9	15.97
70	-2040.546	-215.7423	-1824.804	0.0270958	0.014363	0.00757534	0.00728813	0.00261607	0.0761883	0.0253668	0.0459925	0.610466	0.393326	0.231708	0.223991	0.0870065	0.929418	0.586311	0.798168	0.0555706	0.0466986	0.0702588	0.136982	0.508162	0.0702452	0.0595766	0.0525064	0.0761883	0.00261607	0.00261607	0.00261607	0.00261607	0.00261607	0.00728813	0.0761883	0.00261607	0.02873962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003398493	16	185.6313	0.0391832	0.156169	0.0148901	0.0763135	0.0315209	0.0157603	0.165921	0.022272	0.469459	0.920047	0.214059	0.709022	0.399448	0.225046	0.931715	0.302525	0.251502	0.198956	0.0241513	0.0762026	0.146113	0.15587	0.0755345	0.0716713	0.0391832	0.0763135	0.0391832	0.0157603	0.0157603	0.0157603	0.0391832	0.0763135	0.156169	0.06181701	19.4197	40.4	23.03	33.9	20.44	13.65	23.03	18.4968	116.967	13.82	17.1746	41.3	93.5	33.9	23.03	13.82	9.84529	22.9767	13.65	128.814	13.82	33.9	11.608	13.7441	33.9	33.9	13.82	13.82	48.6	13.82	13.82	20.44	11.608	11.608	11.608	33.9	13.82	23.03	47.8	33.9	11.608	13.65	15.97	13.82	93.5	33.9	15.97	19.1176	33.9	33.9	15.97	33.9	16.8026	20.2673	19.8732	23.03	130	15.4232	13.82	11.608	13.82	7.75136	11.608	33.9	13.82	14.4739	15.97	13.82	16.3857	15.97	23.03	13.65	13.65	15.97	11.608	33.9	59.2	60.9689	36.2186	33.9	15.97	48.6	13.82	18.3176	48.6	30.8	11.608	13.82	13.82	93.5	20.44	13.82	33.9	13.82	13.82	13.82	36.0873	23.03	94.352	93.5	11.608	13.82	54.461	15.5196	2.588	5.333	13.65	33.9	13.82	13.82	13.82	13.82	23.03	16.027	15.97	13.65	28.4	23.03	13.82	13.82	17.5732	13.65	15.97	93.5	93.5	47.8	47.8	13.82	113	23.03	5.333	13.82	51.3518	13.82	15.97	22.5925	13.82	93.5	34.905	13.82	33.9	15.97
80	-2015.406	-215.7423	-1799.663	0.0185344	0.0122192	0.00640747	0.0113446	0.00473807	0.0607165	0.000282525	0.00446518	0.703779	0.551615	0.343351	0.52512	0.267301	0.981419	0.0183749	0.254058	0.0150345	0.094047	0.0477941	0.0885582	0.447822	0.0797604	0.207084	0.0198998	0.0607165	0.00473807	0.000282525	0.0122192	0.00473807	0.00473807	0.00446518	0.000282525	0.00473807	0.01523392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00308515	21	186.6568	0.0129224	0.0232707	0.0370542	0.0900269	0.0333184	0.00105003	0.10227	0.0423203	0.191432	0.317952	0.456271	0.772445	0.421823	0.0171181	0.813941	0.501374	0.13886	0.266623	0.0748432	0.024928	0.310747	0.0232154	0.122317	0.0384667	0.0232707	0.0900269	0.0333184	0.0129224	0.0232707	0.0129224	0.0370542	0.0333184	0.10227	0.06081396	19.4197	40.4	23.03	33.9	20.44	13.65	23.03	18.4968	116.967	13.82	17.1746	41.3	93.5	33.9	23.03	13.82	9.84529	22.9767	13.65	128.814	13.82	33.9	11.608	13.7441	33.9	33.9	20.4142	13.82	48.6	13.82	13.82	20.44	11.608	11.608	11.608	33.9	13.82	23.03	47.8	33.9	11.608	13.65	15.97	13.82	93.5	33.9	15.97	19.1176	33.9	33.9	15.97	33.9	16.8026	20.2673	19.8732	23.03	130	15.4232	13.82	11.608	13.82	7.75136	11.608	33.9	13.82	14.4739	15.97	13.82	16.3857	15.97	23.03	13.65	13.65	15.97	11.608	33.9	59.2	60.9689	36.2186	33.9	15.97	48.6	13.82	18.3176	48.6	30.8	11.608	13.82	13.82	93.5	20.44	13.82	33.9	13.82	13.82	13.82	36.0873	23.03	94.352	93.5	11.608	13.82	54.461	9.87123	3.34276	5.333	13.65	33.9	13.82	13.82	16.8686	13.82	23.03	21.3936	15.97	13.65	28.4	23.03	13.82	13.82	17.5732	13.65	15.97	93.5	93.5	47.8	47.8	13.82	113	23.03	5.333	13.82	51.3518	13.82	15.97	22.5925	13.82	93.5	34.905	13.82	33.9	15.97
